zip,county,fair_penetration,residential_tiv,median_hh_income,income_decile,fair_risk_score,pif,avg_annual_premium,nonrenew_rate,pif_per_owner_unit,exposure_millions
76132,,,0.0,,,,0,,,,0.0
90001,06037,0.2146836696793364,928729110.0,60269.05289339766,2,1.0,1976,306.0,0.1028,0.4284,928.72911
90002,06037,0.15114093959731545,732264694.0,57164.63797246637,2,1.0,1367,351.0,0.1166,0.2651,732.264694
90003,06037,0.16296218266090803,1056105082.0,55505.7038932044,2,1.0,1961,389.0,0.1052,0.3805,1056.105082
90004,06037,0.07045951859956236,442461127.0,70009.63178651681,3,1.0141176470588236,417,1243.0,0.0946,0.1161,442.461127
90005,06037,0.07068607068607069,149980133.0,56256.83345297561,2,1.0,130,1069.0,0.0793,0.0831,149.980133
90006,06037,0.1833937928254736,468562551.0,50758.75718384844,1,1.0,606,682.0,0.0894,0.3385,468.562551
90007,06037,0.15069049553208774,351155410.0,40530.04193380976,1,1.0,444,598.0,0.0921,0.3418,351.15541
90008,06037,0.03911497431845121,261472581.0,65503.0690112766,3,1.0,284,672.0,0.0809,0.0628,261.472581
90011,06037,0.2091003820771101,1495498192.0,53202.318056425334,1,1.0,2836,387.0,0.0973,0.46,1495.498192
90012,06037,0.09024390243902439,58948592.0,65121.72277695858,3,1.2037037037037037,102,1035.0,0.0936,0.0919,58.948592
90013,06037,0.04310344827586207,2629948.0,51383.851831239524,1,1.0,12,145.0,0.075,0.0183,2.629948
90014,06037,0.0,1879315.0,45526.146706913416,1,1.0,6,216.0,0.1692,0.0208,1.879315
90015,06037,0.1638655462184874,66089893.0,68606.36719540616,3,1.0,98,506.0,0.1036,0.0698,66.089893
90016,06037,0.07576363878884887,457688581.0,76123.07590770957,4,1.0,684,476.0,0.0848,0.1113,457.688581
90017,06037,0.0784313725490196,13606000.0,57281.675979620486,2,1.0,21,625.0,0.1506,0.0268,13.606
90018,06037,0.12692088787706318,742247692.0,62868.16187431,2,1.0,1086,495.0,0.0843,0.2168,742.247692
90019,06037,0.06814903846153846,808348306.0,75244.32281580601,4,1.0,789,859.0,0.0853,0.1305,808.348306
90020,06037,0.0348993288590604,70516524.0,58211.47530273875,2,1.0,63,1181.0,0.0829,0.0457,70.516524
90021,06037,0.21311475409836064,6101518.0,75896.84474400055,4,1.0,12,507.0,0.0588,0.0418,6.101518
90022,06037,0.1023264793899025,682594726.0,69342.74294253989,3,1.0,1341,326.0,0.0982,0.2279,682.594726
90023,06037,0.18188165473904697,541357088.0,57812.253591031076,2,1.0,1191,322.0,0.096,0.3768,541.357088
90024,06037,0.012807881773399015,195075461.0,91060.66684600252,6,1.0,171,3094.0,0.0863,0.0311,195.075461
90025,06037,0.012974051896207584,59807801.0,110812.5466134249,7,1.0,95,1581.0,0.0809,0.0178,59.807801
90026,06037,0.07846285591950332,624550606.0,90252.73132150139,5,1.0,926,1089.0,0.0874,0.1365,624.550606
90027,06037,0.05049594229035167,686712053.0,101407.42387761832,7,1.2670682730923695,483,3717.0,0.0763,0.1087,686.712053
90028,06037,0.043824701195219126,56555118.0,60121.28677413433,2,1.0,70,1464.0,0.1011,0.0933,56.555118
90029,06037,0.09562398703403566,216162332.0,65530.85971256912,3,1.0034602076124568,299,1052.0,0.1054,0.1844,216.162332
90031,06037,0.129278951201748,496795549.0,68067.65968699801,3,1.0,876,722.0,0.0774,0.2271,496.795549
90032,06037,0.07246909046394907,441593590.0,82783.91254924319,5,1.0,764,654.0,0.0776,0.1094,441.59359
90033,06037,0.1582931865106676,386321793.0,55336.37794731605,2,1.0,764,380.0,0.0871,0.3094,386.321793
90034,06037,0.0169137210186241,116183979.0,107175.38533707806,7,1.0,137,1166.0,0.0746,0.026,116.183979
90035,06037,0.012152372049544287,184218138.0,116316.22411069964,8,1.0,137,1753.0,0.0728,0.0387,184.218138
90036,06037,0.021353300055463115,268218215.0,112445.3704078437,8,1.0,164,1739.0,0.0961,0.0478,268.218215
90037,06037,0.1890201528839472,975617631.0,58350.64725573862,2,1.0,1588,452.0,0.1029,0.3827,975.617631
90038,06037,0.06404565630944832,107716624.0,63709.269916927966,2,1.006896551724138,143,1108.0,0.0967,0.1233,107.716624
90039,06037,0.04304635761589404,325105613.0,108319.62435749032,7,1.0135135135135136,433,1275.0,0.0743,0.0824,325.105613
90040,06037,0.07129963898916968,94359170.0,69834.10734093914,3,1.0,192,344.0,0.1056,0.1157,94.35917
90041,06037,0.03630886316790867,346743474.0,116479.5107421246,8,1.0636792452830188,413,1382.0,0.0695,0.0772,346.743474
90042,06037,0.07221189591078067,667474582.0,99539.8303851881,7,1.0035938903863433,1090,812.0,0.0802,0.1129,667.474582
90043,06037,0.056074766355140186,593276365.0,71039.46010357342,3,1.0,811,503.0,0.0806,0.0949,593.276365
90044,06037,0.12406893530013144,1236466217.0,52857.45299522115,1,1.0,2207,386.0,0.1012,0.2686,1236.466217
90045,06037,0.0032530904359141183,80542722.0,139932.5187127077,9,1.0,75,930.0,0.0668,0.0098,80.542722
90046,06037,0.3103341584158416,3575502904.0,103516.11071001568,7,1.3961123110151188,2290,4824.0,0.0928,0.3382,3575.502904
90047,06037,0.06432274789371355,736083532.0,68598.71113950803,3,1.0,1122,435.0,0.0899,0.1191,736.083532
90048,06037,0.017000274197970934,236256712.0,105585.16312208609,7,1.0,153,1249.0,0.0954,0.0488,236.256712
90049,06037,0.14674060048688126,4840039314.0,178655.89101986392,10,2.072402444757875,2124,6321.0,0.0842,0.2456,4840.039314
90056,06037,0.007203389830508475,75520664.0,131302.63748623405,9,1.0,49,1213.0,0.0735,0.0194,75.520664
90057,06037,0.15051546391752577,47273289.0,45806.701754965194,1,1.0,74,920.0,0.0804,0.0949,47.273289
90058,06037,0.2865853658536585,21553829.0,51603.115354886395,1,1.0,55,297.0,0.1069,0.2148,21.553829
90059,06037,0.10607249333124118,450995631.0,53976.52243349519,1,1.0,831,353.0,0.1105,0.1974,450.995631
90061,06037,0.10642332306233705,285103179.0,70064.26692036855,3,1.0,531,356.0,0.0951,0.1453,285.103179
90062,06037,0.13527540599363805,605772537.0,67685.99601557301,3,1.0,962,444.0,0.0813,0.2135,605.772537
90063,06037,0.15823914336704342,772410091.0,72216.30412195805,3,1.0,1557,318.0,0.0979,0.3228,772.410091
90064,06037,0.006932676012940995,111812066.0,135486.92992077817,9,1.0,95,1708.0,0.0648,0.0162,111.812066
90065,06037,0.0754604280736685,821286710.0,95746.5922691107,6,1.0,1079,1311.0,0.0782,0.1427,821.28671
90066,06037,0.006191369606003753,141525793.0,111636.34466071354,7,1.0,134,1272.0,0.0686,0.014,141.525793
90067,06037,0.013245033112582781,10655162.0,135823.99444931943,9,1.0,15,1011.0,0.1078,0.0125,10.655162
90068,06037,0.20176314038589488,2587542320.0,116763.7248687979,8,1.9098939929328622,1638,5034.0,0.0913,0.3045,2587.54232
90069,06037,0.09749909387459224,824560287.0,117052.34030680082,8,1.0,537,3847.0,0.1027,0.1056,824.560287
90071,06037,0.25,0.0,70995.02198032619,3,,0,,0.0,0.0,0.0
90077,06037,0.5053661616161617,4308292986.0,207904.13404123767,10,2.457059679767103,2078,5888.0,0.0766,0.7593,4308.292986
90089,06037,,1148914.0,51250.0,1,1.0,3,231.0,,,1.148914
90094,06037,0.003683241252302026,12763607.0,168333.82581050182,10,1.0,14,798.0,0.0877,0.0077,12.763607
90095,06037,,0.0,,,,0,,,,0.0
90201,06037,0.08040626322471435,759288222.0,56675.208017559235,2,1.0,1500,334.0,0.1017,0.3011,759.288222
90210,06037,0.3506042046018871,5995737573.0,204679.22050164847,10,1.8230122324159022,2588,6280.0,0.0965,0.4791,5995.737573
90211,06037,0.027365129007036748,152411692.0,111344.62763866257,7,1.0,85,1418.0,0.0873,0.0638,152.411692
90212,06037,0.017074981440237565,91482923.0,120228.73592887919,8,1.0,52,3279.0,0.0831,0.0399,91.482923
90220,06037,0.06511577345363627,466553258.0,77568.68504993469,4,1.0,822,337.0,0.1083,0.0983,466.553258
90221,06037,0.09265885256014805,556032645.0,68534.51719856627,3,1.0,967,356.0,0.111,0.1571,556.032645
90222,06037,0.1033278176135319,323351950.0,72807.97911391876,4,1.0,656,295.0,0.1108,0.1493,323.35195
90230,06037,0.010065237651444549,66584785.0,114095.20475899887,8,1.0,108,837.0,0.0696,0.0156,66.584785
90232,06037,0.011977797253870874,38752047.0,130750.56324757269,9,1.0,56,1137.0,0.0691,0.0194,38.752047
90240,06037,0.018356493395093498,183083006.0,111814.41838135265,8,1.0,179,511.0,0.075,0.0341,183.083006
90241,06037,0.015959569091634526,179593191.0,84168.60437997387,5,1.0,201,465.0,0.0647,0.0347,179.593191
90242,06037,0.020206075204067978,185777215.0,85272.34942953436,5,1.0,264,391.0,0.0747,0.0417,185.777215
90245,06037,0.0011544011544011544,33206906.0,146716.63171929825,9,1.0,23,673.0,0.0554,0.0076,33.206906
90247,06037,0.026858036094926815,179420087.0,75069.22879213761,4,1.0,280,397.0,0.0846,0.0445,179.420087
90248,06037,0.018234562784915042,36729460.0,94212.79510463668,6,1.0,67,301.0,0.086,0.0245,36.72946
90249,06037,0.012619978670458585,76035539.0,88575.28581817436,5,1.0,115,468.0,0.0654,0.0217,76.035539
90250,06037,0.022921313745096532,269273591.0,81745.33595460025,5,1.0,428,383.0,0.072,0.0421,269.273591
90254,06037,0.0031930879038317055,83180233.0,154821.07385932066,10,1.0,57,666.0,0.0609,0.0126,83.180233
90255,06037,0.1101797728024705,773089002.0,62854.77900528308,2,1.0,1372,350.0,0.0985,0.2428,773.089002
90260,06037,0.019817073170731708,112387388.0,86180.70742147898,5,1.0,203,338.0,0.0616,0.0482,112.387388
90262,06037,0.08224279178636025,601679039.0,72852.93003669608,4,1.0,1012,366.0,0.1028,0.1375,601.679039
90265,06037,0.3647502356267672,5080942823.0,195526.40868574195,10,2.3286516853932584,2528,6083.0,0.1047,0.562,5080.942823
90266,06037,0.0028464685998932575,170860921.0,197823.14813203888,10,1.0,93,859.0,0.0613,0.0112,170.860921
90270,06037,0.09670079635949944,217363078.0,61131.2096858378,2,1.0,429,316.0,0.0879,0.2256,217.363078
90272,06037,0.10905756207674944,3425219519.0,191189.2690449352,10,2.3824586628324944,1557,5106.0,0.0829,0.2356,3425.219519
90274,06037,0.008774968248470153,533001549.0,223101.619300379,10,1.2971014492753623,253,1121.0,0.0623,0.0295,533.001549
90275,06037,0.005319565047328483,648545056.0,179227.203774133,10,1.2512437810945274,364,974.0,0.0639,0.0316,648.545056
90277,06037,0.0058384249830278345,82718780.0,131954.3091246657,9,1.0,91,513.0,0.065,0.0115,82.71878
90278,06037,0.0035994071564683463,108927305.0,158499.1418406719,10,1.0,91,668.0,0.0665,0.0097,108.927305
90280,06037,0.06806458096067529,899113231.0,71215.06183912799,3,1.0,1531,361.0,0.0965,0.1382,899.113231
90290,06037,0.8085822465292385,2804784550.0,144690.88418410948,9,3.0,1966,4375.0,0.2073,1.0063,2804.78455
90291,06037,0.018359318082471224,165212252.0,122815.76622401104,8,1.0,189,1112.0,0.0841,0.0391,165.212252
90292,06037,0.007596685082872928,82580757.0,133334.86226514258,9,1.0,80,747.0,0.0911,0.0201,82.580757
90293,06037,0.0063805104408352666,65205623.0,131387.79429971313,9,1.0,44,1122.0,0.067,0.0155,65.205623
90301,06037,0.06116504854368932,166929771.0,64026.76755530395,2,1.0,295,364.0,0.0875,0.0967,166.929771
90302,06037,0.06058890147225368,162513567.0,71291.55823119912,3,1.0,279,380.0,0.0897,0.0923,162.513567
90303,06037,0.04553817847286108,193280242.0,72277.42526665509,3,1.0,305,405.0,0.0963,0.1371,193.280242
90304,06037,0.08017118402282454,166949867.0,65344.09773110129,3,1.0,328,341.0,0.0923,0.1394,166.949867
90305,06037,0.02557889068389876,124259718.0,92686.12695905437,6,1.0,156,488.0,0.0845,0.0442,124.259718
90401,06037,0.01875,10710453.0,101443.56650406904,7,1.0,11,2634.0,0.0765,0.0443,10.710453
90402,06037,0.012037037037037037,339216234.0,162458.80875564154,10,1.0372670807453417,162,4652.0,0.082,0.049,339.216234
90403,06037,0.013721185510428101,91389857.0,125804.5129147853,8,1.0,81,2319.0,0.0645,0.0208,91.389857
90404,06037,0.018820577164366373,45504941.0,89470.60255533727,5,1.0,76,1146.0,0.0612,0.0342,45.504941
90405,06037,0.012068600465805632,96835711.0,116934.01716803404,8,1.0,108,1315.0,0.0649,0.0243,96.835711
90501,06037,0.012210796915167094,122094755.0,99155.14761253454,6,1.0,168,471.0,0.065,0.0261,122.094755
90502,06037,0.012958963282937365,46844164.0,99452.19378539722,6,1.0,98,306.0,0.0773,0.0214,46.844164
90503,06037,0.0024831500532103584,44156708.0,120811.79310017303,8,1.0,63,418.0,0.0572,0.0074,44.156708
90504,06037,0.0026401810409856677,39693646.0,104883.37713096336,7,1.0,49,566.0,0.0704,0.0068,39.693646
90505,06037,0.002187679907887162,70715250.0,114782.39429420358,8,1.0,75,648.0,0.0628,0.0101,70.71525
90601,06037,0.03863820589029992,566077463.0,98146.04192124313,6,1.2116903633491312,583,767.0,0.0733,0.095,566.077463
90602,06037,0.03204272363150868,243494120.0,81458.77901997445,5,1.080536912751678,270,793.0,0.0623,0.0771,243.49412
90603,06037,0.00825054723017343,134851768.0,119577.79701805493,8,1.1666666666666667,117,1422.0,0.0652,0.0245,134.851768
90604,06037,0.011642364643381937,108596650.0,100332.33314157852,7,1.0,145,423.0,0.0669,0.0195,108.59665
90605,06037,0.025958110516934047,277480305.0,105519.41415658966,7,1.1887905604719764,320,804.0,0.075,0.0447,277.480305
90606,06037,0.029085288745257832,161620674.0,94419.4063143142,6,1.0,264,365.0,0.0734,0.0447,161.620674
90620,06059,0.002321014104624174,81383721.0,110761.59243948986,7,1.0,89,522.0,0.0707,0.0118,81.383721
90621,06059,0.006487025948103792,78995594.0,98995.5156426445,6,1.0,88,585.0,0.0808,0.0201,78.995594
90623,06059,0.0020607934054611026,25815101.0,112438.40320173782,8,1.0,25,418.0,0.0667,0.0069,25.815101
90630,06059,0.002352728259885983,71634697.0,126907.81726169448,8,1.0,95,351.0,0.0759,0.0087,71.634697
90631,06059,0.022939120302942033,825048248.0,112020.03902625178,8,1.45662100456621,636,2424.0,0.0731,0.0472,825.048248
90638,06037,0.006122120186885774,138927684.0,109692.53448244886,7,1.0,170,521.0,0.0701,0.0154,138.927684
90640,06037,0.028904518739762984,345812715.0,76982.2617251028,4,1.0,461,471.0,0.0722,0.0508,345.812715
90650,06037,0.019489882165763438,340666305.0,99637.06599805882,7,1.0,561,339.0,0.0725,0.0321,340.666305
90660,06037,0.03091585309158531,325247399.0,88845.71570305107,5,1.0,528,357.0,0.0778,0.0453,325.247399
90670,06037,0.014492753623188406,43688831.0,89536.17800230392,5,1.0,66,367.0,0.0723,0.0189,43.688831
90680,06059,0.002991569214033179,46531954.0,80019.65248317397,4,1.0,89,296.0,0.0883,0.0177,46.531954
90701,06037,0.01863532110091743,48993664.0,98776.33473558634,6,1.0,89,354.0,0.0769,0.0429,48.993664
90703,06037,0.00437620531078475,151001393.0,136967.78738639766,9,1.0,153,444.0,0.0619,0.013,151.001393
90704,06037,0.4266666666666667,332482474.0,91759.0,6,2.195266272189349,315,3244.0,0.1179,0.7683,332.482474
90706,06037,0.018265605362379558,290005036.0,78794.68729766442,4,1.0,454,409.0,0.0679,0.051,290.005036
90710,06037,0.013739802490339202,100673922.0,83373.31826812553,5,1.0,148,437.0,0.0916,0.0285,100.673922
90712,06037,0.004375,57288397.0,117748.50385177677,8,1.0,70,452.0,0.0602,0.0105,57.288397
90713,06037,0.0026156099602427287,34182698.0,129846.61102294485,9,1.0,44,394.0,0.0568,0.0056,34.182698
90715,06037,0.01994535519125683,57466186.0,95349.13907692872,6,1.0,99,299.0,0.0726,0.0304,57.466186
90716,06037,0.042328042328042326,47463007.0,75811.43546264002,4,1.0,92,286.0,0.0877,0.0528,47.463007
90717,06037,0.012324324324324324,58183874.0,92357.58445056573,6,1.0,92,383.0,0.0666,0.0256,58.183874
90720,06059,0.0011651131824234355,30675094.0,143476.81023503141,9,1.0,24,696.0,0.0641,0.0044,30.675094
90723,06037,0.043373855620591324,227346285.0,70494.53922191425,3,1.0,444,302.0,0.091,0.0707,227.346285
90731,06037,0.02180537040563702,231236310.0,77730.58473250999,4,1.0,341,484.0,0.0666,0.045,231.23631
90732,06037,0.0033945686900958465,63510921.0,117459.09360311137,8,1.0,73,533.0,0.0675,0.0113,63.510921
90740,06059,0.0018259281801582471,33883092.0,101458.12184040347,7,1.0,35,511.0,0.0578,0.0035,33.883092
90742,06059,0.006024096385542169,12137035.0,124714.5068758863,8,1.0,9,826.0,0.0435,0.034,12.137035
90743,06059,0.017857142857142856,3646644.0,124934.0,8,1.0,4,114.0,0.0833,43.4902,3.646644
90744,06037,0.046067875153332424,205691774.0,65745.66033285426,3,1.0,386,402.0,0.0794,0.0744,205.691774
90745,06037,0.015649597184924532,159643387.0,107422.56681067949,7,1.0,282,310.0,0.0788,0.0271,159.643387
90746,06037,0.02163661581137309,222288236.0,110846.44643044057,7,1.0,279,433.0,0.1022,0.0391,222.288236
90755,06037,0.016375545851528384,33844509.0,97429.29417245183,6,1.0,40,478.0,0.0619,0.0165,33.844509
90802,06037,0.026083112290008842,98790933.0,73779.8566449747,4,1.0,191,368.0,0.0802,0.0453,98.790933
90803,06037,0.0036750728678241035,111984625.0,110796.81299744853,7,1.0,116,489.0,0.0605,0.0162,111.984625
90804,06037,0.02577758841073711,99660273.0,73391.49305563555,4,1.0,158,419.0,0.0696,0.0464,99.660273
90805,06037,0.03141050967996839,364558021.0,73850.99854821482,4,1.0,642,345.0,0.0785,0.0531,364.558021
90806,06037,0.033860759493670886,186034098.0,76707.57690761477,4,1.0,284,426.0,0.0778,0.0621,186.034098
90807,06037,0.006559571619812583,85521991.0,102272.13471258356,7,1.0,98,488.0,0.0632,0.0136,85.521991
90808,06037,0.0016263768758778738,48698296.0,133456.62081533016,9,1.0,58,531.0,0.0584,0.0049,48.698296
90810,06037,0.028313253012048192,150563019.0,84498.44894684052,5,1.0,273,308.0,0.0746,0.048,150.563019
90813,06037,0.05845218611176058,237488323.0,53542.0132266644,1,1.0,377,430.0,0.0719,0.1429,237.488323
90814,06037,0.007765984985762361,65446149.0,100382.1392417594,7,1.0,77,496.0,0.0568,0.0266,65.446149
90815,06037,0.0010776829815895823,40633118.0,119864.3239161038,8,1.0,43,480.0,0.056,0.0044,40.633118
91001,06037,0.06460576589093435,1089857033.0,144220.68492566934,9,1.9163306451612903,1001,3073.0,0.075,0.1019,1089.857033
91006,06037,0.01987281399046105,773298489.0,134088.60882056574,9,1.4952380952380953,498,2827.0,0.0677,0.0717,773.298489
91007,06037,0.013749595600129408,404926711.0,102814.99537756894,7,1.0,251,1016.0,0.074,0.0427,404.926711
91008,06037,0.27371273712737126,269107733.0,129554.10690508306,9,2.489655172413793,140,5435.0,0.079,0.4894,269.107733
91010,06037,0.030954115076474872,270980040.0,104341.77626159837,7,1.7582159624413145,370,1448.0,0.076,0.0729,270.98004
91011,06037,0.07215710153752473,2027520641.0,218381.64875145475,10,1.9728353140916808,1104,5487.0,0.0755,0.2122,2027.520641
91016,06037,0.03422957600827301,679108760.0,100624.42601725162,7,1.7303070761014687,674,2734.0,0.0635,0.0902,679.10876
91020,06037,0.029341792228390166,73082487.0,76713.01714489065,4,1.832,102,2008.0,0.0755,0.1069,73.082487
91024,06037,0.09335624284077892,529054091.0,145651.68791168067,9,1.8465804066543439,488,3558.0,0.0605,0.2043,529.054091
91030,06037,0.026815642458100558,348294696.0,136356.08522138916,9,1.0,311,1744.0,0.0631,0.0748,348.294696
91040,06037,0.08041102593377915,940180989.0,105275.03444056219,7,1.9298076923076923,971,2813.0,0.0982,0.2038,940.180989
91042,06037,0.11148898417861895,1107424255.0,83971.18816835934,5,2.0298196948682388,1322,2642.0,0.0913,0.2415,1107.424255
91101,06037,0.0570430733410943,52624669.0,94961.06537387366,6,1.0,85,982.0,0.0647,0.0525,52.624669
91103,06037,0.06089176978982518,521652466.0,98669.52988936157,6,1.3757575757575757,479,2853.0,0.0816,0.1293,521.652466
91104,06037,0.023227917121046892,349464031.0,106119.09321471972,7,1.025462962962963,415,1843.0,0.0681,0.0569,349.464031
91105,06037,0.06616931560168667,600138022.0,176411.6721460707,10,1.5913043478260869,353,4536.0,0.0743,0.1151,600.138022
91106,06037,0.019840176357123176,132325294.0,102808.44136925718,7,1.0,139,1324.0,0.0644,0.0391,132.325294
91107,06037,0.02978768353226999,921023500.0,126971.93369959293,8,1.7885462555066078,673,3078.0,0.0696,0.0845,921.0235
91108,06037,0.012817679558011049,252586651.0,188495.41752469447,10,1.0,139,1821.0,0.0705,0.0494,252.586651
91201,06037,0.02746237127013467,284553229.0,80427.30011267286,4,1.1972318339100345,270,1888.0,0.0769,0.1059,284.553229
91202,06037,0.04156412359857807,540953213.0,95389.71065412517,6,1.4539325842696629,426,2779.0,0.0673,0.119,540.953213
91203,06037,0.03296703296703297,45950025.0,77610.38378012796,4,1.0,76,798.0,0.0849,0.0528,45.950025
91204,06037,0.045317220543806644,39716373.0,72850.84828300966,4,1.0,73,863.0,0.076,0.1243,39.716373
91205,06037,0.030625402965828497,143417178.0,63518.06288291512,2,1.0,193,945.0,0.0647,0.0843,143.417178
91206,06037,0.14066666666666666,1117483054.0,100295.59632302106,7,1.9053069719042663,923,3053.0,0.0819,0.2013,1117.483054
91207,06037,0.05431067223699203,658959857.0,105184.05354603157,7,1.5276497695852536,407,3721.0,0.0723,0.1806,658.959857
91208,06037,0.10683012259194395,1256829202.0,127045.39592872458,8,2.0936293436293436,992,3272.0,0.0819,0.2717,1256.829202
91210,06037,0.0,130000.0,93203.0,6,1.0,1,588.0,0.0833,0.0168,0.13
91214,06037,0.03891443310530447,1110381652.0,133513.73213455747,9,2.112676056338028,1034,3276.0,0.079,0.1425,1110.381652
91301,06037,0.08961474036850921,2652360978.0,175825.23120489044,10,2.0599294947121036,1626,3672.0,0.0909,0.2357,2652.360978
91302,06037,0.15742602700373456,5412491106.0,185187.0008642067,10,2.235038084874864,2642,4343.0,0.0963,0.4012,5412.491106
91303,06037,0.030363563723531762,65676343.0,80311.81416190125,4,1.0,108,771.0,0.091,0.0463,65.676343
91304,06037,0.04258106780216181,1103419701.0,95971.23254202567,6,1.6913705583756344,916,2622.0,0.1016,0.0997,1103.419701
91306,06037,0.017706949977866312,243006705.0,88840.36868231,5,1.0,307,606.0,0.0996,0.0391,243.006705
91307,06037,0.04040281485076438,1409092919.0,141081.25348209142,9,2.1465968586387434,766,4605.0,0.0892,0.1132,1409.092919
91311,06037,0.0425286027967179,1376465564.0,122995.89576202235,8,1.7073813708260106,1064,3052.0,0.0939,0.1184,1376.465564
91316,06037,0.035164038426681164,1410541038.0,92827.68775552952,6,1.5615577889447236,758,3738.0,0.0881,0.1224,1410.541038
91320,06111,0.016415436824244338,1603042529.0,151815.6231239757,9,1.8241577649958916,1092,3814.0,0.0733,0.0955,1603.042529
91321,06037,0.06735653809971778,1157973206.0,97374.35100348807,6,1.9122516556291391,1096,2710.0,0.1099,0.1761,1157.973206
91324,06037,0.012093023255813953,167890500.0,102092.49221135573,7,1.0,155,918.0,0.0972,0.0322,167.8905
91325,06037,0.017506889285135354,271449796.0,96880.46940336145,6,1.0,231,826.0,0.0902,0.0385,271.449796
91326,06037,0.022891889475096128,1729637290.0,155927.06102523924,10,1.5833973866256725,1098,2888.0,0.0897,0.1145,1729.63729
91330,06037,,0.0,76121.0,4,,0,,,0.0,0.0
91331,06037,0.0615902224663554,709919383.0,82513.36254175898,5,1.001573564122738,1218,564.0,0.1233,0.0885,709.919383
91335,06037,0.02808550475893275,419792800.0,82708.95557737254,5,1.0,588,512.0,0.1008,0.0478,419.7928
91340,06037,0.056952283222165216,280862028.0,90785.23585202928,6,1.0,483,684.0,0.1034,0.095,280.862028
91342,06037,0.07213900539245056,1657510254.0,95552.04439570672,6,1.8252,2267,1850.0,0.1234,0.1348,1657.510254
91343,06037,0.022095358917433132,305718598.0,86962.51340691104,5,1.0,348,601.0,0.0924,0.0408,305.718598
91344,06037,0.02289434992648603,959183399.0,121489.1469840635,8,1.3354591836734695,772,2114.0,0.084,0.062,959.183399
91345,06037,0.025970931617822254,118730896.0,99286.66436629603,6,1.0,181,634.0,0.0907,0.0493,118.730896
91350,06037,0.02288702211554946,1265627101.0,133622.0148602186,9,1.3883647798742138,1106,2385.0,0.0886,0.1016,1265.627101
91351,06037,0.029082774049217,615560616.0,121949.43430830566,8,1.3660714285714286,790,1993.0,0.1058,0.0967,615.560616
91352,06037,0.07360931435963777,669241769.0,76383.1657029427,4,1.3680851063829786,877,1704.0,0.1015,0.1376,669.241769
91354,06037,0.011372682815876264,1014810349.0,141318.7655197561,9,1.4548422198041349,817,2185.0,0.0819,0.1101,1014.810349
91355,06037,0.002490170380078637,254581236.0,111021.37600145234,7,1.0801393728222997,257,1783.0,0.0763,0.0331,254.581236
91356,06037,0.05196558123840054,2336297268.0,134525.23876592834,9,1.5704971475142624,1223,3724.0,0.0994,0.1874,2336.297268
91360,06111,0.011077089337175793,857570418.0,123331.81307125946,8,1.545578231292517,721,3066.0,0.0778,0.0702,857.570418
91361,06111,0.08018003000500083,2572520634.0,136515.3478017805,9,2.1634069400630915,1474,4722.0,0.0875,0.2837,2572.520634
91362,06111,0.02914077565888151,2788966530.0,147582.13356422432,9,1.8066066066066067,1562,4048.0,0.0835,0.1715,2788.96653
91364,06037,0.05724381625441696,2062489246.0,140808.51589621432,9,1.6342141863699582,1391,3176.0,0.1045,0.1943,2062.489246
91367,06037,0.015426497277676952,708144526.0,113622.23369957176,8,1.0837988826815643,515,1876.0,0.0971,0.057,708.144526
91377,06111,0.03318460680423871,1000825629.0,160686.12365161805,10,2.034567901234568,729,2173.0,0.068,0.2028,1000.825629
91381,06037,0.04003318813524165,1208251451.0,147853.70096725386,9,1.9712230215827338,856,2385.0,0.0799,0.1949,1208.251451
91384,06037,0.1825564398245899,2194176633.0,133133.9064191553,9,2.2997752808988765,2128,2773.0,0.0869,0.3806,2194.176633
91387,06037,0.08688626476072095,2356337542.0,123676.21917479468,8,1.964301852688658,2043,3410.0,0.1207,0.2245,2356.337542
91390,06037,0.15795226817270905,1835482037.0,144209.18661525717,9,2.4829545454545454,1685,3735.0,0.0973,0.2988,1835.482037
91401,06037,0.019126133553173948,217564444.0,77417.3003816517,4,1.0,231,749.0,0.0874,0.0483,217.564444
91402,06037,0.03885582010582011,226002987.0,60318.786036680285,2,1.0,378,408.0,0.1065,0.0547,226.002987
91403,06037,0.09704918032786886,1354740521.0,124841.04572543559,8,1.5613825983313467,825,4340.0,0.1035,0.1731,1354.740521
91405,06037,0.031076801266825018,161968022.0,63657.36517318676,2,1.0,227,519.0,0.0888,0.0453,161.968022
91406,06037,0.01954732510288066,223080982.0,79837.44153920765,4,1.0,302,479.0,0.0902,0.0417,223.080982
91411,06037,0.01759640584050917,68175295.0,86740.4203904425,5,1.0,86,751.0,0.0889,0.0335,68.175295
91423,06037,0.09838107098381071,1484005196.0,116609.11278525386,8,1.476300578034682,871,4181.0,0.088,0.1497,1484.005196
91436,06037,0.06105919003115265,2079698517.0,177063.91879420227,10,1.6174698795180722,992,4554.0,0.0962,0.2427,2079.698517
91501,06037,0.047327204630575416,459817305.0,86711.8560879454,5,1.8901869158878504,380,3358.0,0.0633,0.1211,459.817305
91502,06037,0.023668639053254437,21421462.0,74315.96633449875,4,1.0,37,1007.0,0.0678,0.0441,21.421462
91504,06037,0.030070867649875502,627874852.0,107197.80410316361,7,1.6649484536082475,522,2833.0,0.0681,0.1036,627.874852
91505,06037,0.008489173228346457,104904939.0,108054.6623531717,7,1.0132450331125828,148,1194.0,0.0668,0.0269,104.904939
