year,naic,group,company,dwelling,commercial,bop
2026,11185,69,Foremost Ins Co Grand Rapids MI,0.0184998,0.0,0.0
2026,21687,69,Mid Century Ins Co,0.0182784,0.001152,0.0286365
2026,42404,111,Liberty Ins Corp,0.0149363,0.0,0.0
2026,37850,2898,Pacific Specialty Ins Co,0.0143408,0.0,0.0
2026,13927,473,Homesite Ins Co Of The Midwest,0.0136113,0.0,0.0
2026,21482,65,Factory Mut Ins Co,0.0122175,0.0,0.0
2026,42978,19,American Security Ins Co,0.0112617,0.0,0.0
2026,18600,200,USAA Gen Ind Co,0.0099391,0.0,0.0
2026,42722,361,American Modern Prop & Cas Ins Co,0.0097109,0.0,0.0
2026,20281,626,Federal Ins Co,0.0095484,0.0317414,0.0163591
2026,12502,4672,DB Ins Co Ltd (US Branch),0.0085866,0.0079607,0.0045261
2026,29068,473,American Family Connect Prop & Cas I,0.0082446,0.0,0.0
2026,10921,1278,CSAA Fire & Cas Ins Co,0.0082087,0.0,0.0
2026,21253,200,Garrison Prop & Cas Ins Co,0.0081915,2.09e-05,5.24e-05
2026,13544,280,California Capital Ins Co,0.0079609,0.0371516,0.0284944
2026,10014,65,Affiliated Fm Ins Co,0.0077409,0.0,0.0
2026,11005,473,Homesite Ins Co Of CA,0.007446,0.0,0.0
2026,25180,4869,Stillwater Ins Co,0.0069443,0.0026065,0.0026446
2026,24376,5010,Spinnaker Ins Co,0.0068494,0.0016547,0.0061333
2026,12873,3098,Privilege Underwriters Recp Exch,0.0066671,0.0,0.0
2026,16023,5032,Lemonade Ins Co,0.0063395,0.0,0.0
2026,19976,28,Amica Mut Ins Co,0.0058524,0.0,0.0
2026,39012,111,Safeco Ins Co Of IL,0.0056133,0.0,0.0
2026,20117,33,California Cas Ind Exch,0.0053363,0.0,0.0
2026,29742,8,Integon Natl Ins Co,0.0045463,0.0110324,0.0
2026,10111,19,American Bankers Ins Co Of FL,0.0044942,0.0,0.0
2026,15776,800,Residence Mut Ins Co,0.0044405,0.0,0.0
2026,16535,212,Zurich Amer Ins Co,0.0043158,0.0478768,0.0044651
2026,14042,155,ASI Select Ins Corp,0.0040287,0.0,0.0
2026,34690,91,Property & Cas Ins Co Of Hartford,0.0037538,4.2e-06,1.88e-05
2026,24724,111,First Natl Ins Co Of Amer,0.0036975,0.0,0.0
2026,39217,796,QBE Ins Corp,0.0034742,0.0008779,9.95e-05
2026,19380,12,American Home Assur Co,0.0034131,6.97e-05,0.0
2026,10683,1318,Wawanesa Gen Ins Co,0.0031382,0.0,0.0
2026,10759,5092,Universal N Amer Ins Co,0.0030082,0.0,0.0
2026,22667,626,Ace Amer Ins Co,0.0029995,0.0336568,0.0
2026,10945,3098,Tokio Marine Amer Ins Co,0.0028845,0.0019441,0.0018418
2026,18279,626,Bankers Standard Ins Co,0.0026229,0.0,0.0
2026,33898,313,Aegis Security Ins Co,0.0024045,0.0,0.0
2026,10358,8,Encompass Ins Co,0.0022923,0.0,0.0
2026,28401,408,American Natl Prop & Cas Co,0.0022919,0.0015078,0.0002069
2026,22578,300,Horace Mann Ins Co,0.0021004,0.0,0.0
2026,16578,4869,Stillwater Prop & Cas Ins Co,0.0019907,0.0,0.0
2026,20362,4715,Mitsui Sumitomo Ins Co of Amer,0.0019136,0.0054639,0.0015102
2026,41343,517,HDI Global Ins Co,0.0018382,0.0002867,0.0004722
2026,10677,244,The Cincinnati Ins Co,0.0017371,0.0004315,0.0002366
2026,27120,91,Trumbull Ins Co,0.0017003,0.0,2.83e-05
2026,10970,4718,Response Ind Co Of CA,0.0014866,0.0074053,0.0
2026,22748,626,Pacific Employers Ins Co,0.0014583,0.0,0.0021525
2026,14974,246,Pennsylvania Lumbermens Mut Ins,0.0012986,0.0,0.0
2026,22101,83,Grange Ins Assn,0.0011521,0.0035714,0.0
2026,10391,31,Berkshire Hathaway Direct Ins Co,0.0009739,0.0039463,0.0083209
2026,18961,140,Crestbrook Ins Co,0.0009734,0.001858,0.0
2026,11000,91,Sentinel Ins Co Ltd,0.0009364,0.0049338,0.0218034
2026,11800,69,Foremost Prop & Cas Ins Co,0.0009004,0.0,0.0
2026,26905,8,Century Natl Ins Co,0.000739,9e-07,0.0
2026,38148,5049,Granada Ind Co,0.0007176,0.0048575,0.0036705
2026,28932,785,Markel Amer Ins Co,0.0006747,0.00104,0.0001555
2026,22756,300,Horace Mann Prop & Cas Ins Co,0.0006449,0.0,0.0
2026,12831,785,State Natl Ins Co Inc,0.0006107,0.0014613,0.0004627
2026,24082,111,Ohio Security Ins Co,0.0006011,0.0184532,0.0121771
2026,22713,626,Insurance Co of N Amer,0.000592,0.0,0.0
2026,37257,796,Praetorian Ins Co,0.0005426,0.0,0.0
2026,15900,4857,US Coastal Prop & Cas Ins Co,0.0005294,0.0,0.0
2026,44393,111,West Amer Ins Co,0.0004581,0.0133013,0.0124038
2026,14907,645,Oregon Mut Ins Co,0.0004452,0.0077167,0.0042324
2026,23876,411,Mapfre Ins Co,0.0004331,0.0,0.0
2026,28223,140,Nationwide Agribusiness Ins Co,0.0004123,0.02122,0.000982
2026,23469,361,American Modern Home Ins Co,0.0003954,0.0,0.0
2026,41459,0,Armed Forces Ins Exch,0.000346,0.0,0.0
2026,23540,280,Monterey Ins Co,0.0003368,0.0062825,0.0051333
2026,10200,4666,Hiscox Ins Co Inc,0.0003336,0.0022111,0.0013026
2026,19429,12,Insurance Co Of The State Of PA,0.0002988,0.0015326,0.0
2026,25895,31,United States Liab Ins Co,0.0002978,0.0,0.0
2026,12890,280,Eagle W Ins Co,0.0002707,3e-06,4e-07
2026,19445,12,National Union Fire Ins Co of Pittsb,0.0002282,0.01449,0.0011329
2026,39306,212,Fidelity & Deposit Co Of MD,0.0002215,0.002009,0.000237
2026,10030,626,Westchester Fire Ins Co,0.0002176,0.0005569,0.0004166
2026,11991,140,National Cas Co,0.000209,0.0023708,0.0
2026,25011,2538,Wesco Ins Co,0.0002001,0.0088684,0.0147373
2026,10914,215,Kemper Independence Ins Co,0.0001956,0.0,0.0
2026,19269,4987,Incline Natl Ins Co,0.0001846,0.0,0.0
2026,42986,19,Standard Guar Ins Co,0.0001481,0.0,0.0
2026,11150,1279,Arch Ins Co,0.0001369,0.0028184,0.0035316
2026,27480,0,California Mut Ins Co,0.0001149,0.0027597,0.0021936
2026,20796,69,21st Century Premier Ins Co,0.0001126,0.0,0.0
2026,10048,0,Hyundai Marine & Fire Ins Co Ltd,0.0001113,0.0,0.0
2026,24074,111,Ohio Cas Ins Co,0.0001079,0.0038905,0.0054567
2026,18058,3098,Philadelphia Ind Ins Co,9.8e-05,0.0459604,3.22e-05
2026,20397,626,Vigilant Ins Co,8.11e-05,0.0008227,0.0003344
2026,22012,79,Motors Ins Corp,8.02e-05,0.0,0.0
2026,22551,4715,Mitsui Sumitomo Ins USA Inc,7.89e-05,0.0005835,0.0008839
2026,20346,626,Pacific Ind Co,6.92e-05,0.0001061,8.5e-05
2026,19879,2538,Security Natl Ins Company,6.26e-05,0.0076958,0.0069333
2026,30104,91,Hartford Underwriters Ins Co,5.89e-05,0.0279834,0.0619116
2026,20303,626,Great Northern Ins Co,5.77e-05,0.0014217,0.0010748
2026,19240,8,Allstate Ind Co,5.7e-05,0.0,0.0
2026,23809,12,Granite State Ins Co,5.41e-05,0.0005936,0.0007868
2026,33499,0,Dorinco Reins Co,4.5e-05,0.0,0.0
2026,16063,215,Unitrin Auto & Home Ins Co,4.37e-05,0.0,0.0
2026,13625,800,Western Mut Ins Co,3.98e-05,0.0,0.0
2026,25054,158,Hudson Ins Co,3.88e-05,0.0018088,0.0002653
2026,10120,1120,Everest Natl Ins Co,3.41e-05,0.0008981,0.0038629
2026,41998,361,American Southern Home Ins Co,3.36e-05,0.0012247,0.0021893
2026,28886,225,Transguard Ins Co Of Amer Inc,3.34e-05,1.67e-05,0.0
2026,19682,91,Hartford Fire Ins Co,3.31e-05,0.0186275,0.0138276
2026,16187,5032,Metromile Ins Co,3.31e-05,0.0,0.0
2026,38970,785,Markel Ins Co,3.24e-05,0.0012805,0.0018932
2026,29459,91,Twin City Fire Ins Co Co,3.23e-05,2.41e-05,0.0001647
2026,10847,306,Cumis Ins Society Inc,2.38e-05,0.0008409,0.000541
2026,10004,313,Seaview Ins Co,2.36e-05,0.0,0.0
2026,21261,5075,RiverStone Intl Ins Inc,2.12e-05,0.0,0.0
2026,15580,140,Scottsdale Ind Co,2.03e-05,6.59e-05,1.77e-05
2026,11142,215,United Cas Ins Co Of Amer,1.59e-05,0.0,0.0
2026,36927,408,Colony Specialty Ins Co,1.1e-05,0.0,0.0
2026,23841,12,New Hampshire Ins Co,8.4e-06,9.89e-05,8.75e-05
2026,38776,5001,SiriusPoint Amer Ins Co,6.5e-06,6.6e-06,1.52e-05
2026,36552,968,Coliseum Reins Co,6.1e-06,0.0,0.0
2026,10052,626,Chubb Natl Ins Co,5.2e-06,0.000225,0.0001424
2026,10317,69,Neighborhood Spirit Prop & Cas Co,4.7e-06,0.0,0.0
2026,23450,361,American Family Home Ins Co,4.7e-06,0.0001889,0.0002944
2026,24066,111,American Fire & Cas Co,3.5e-06,0.002029,0.0010429
2026,38733,4485,Alaska Natl Ins Co,3.4e-06,2.53e-05,0.0001173
2026,15032,303,GuideOne Ins Co,3.2e-06,0.0054305,0.0002193
2026,29424,91,Hartford Cas Ins Co,3e-06,0.0001111,0.0008148
2026,13722,1316,Knightbrook Ins Co,3e-06,0.0,0.0
2026,14559,303,GuideOne Specialty Ins Co,2.8e-06,9.86e-05,0.0003419
2026,23396,124,Amerisure Mut Ins Co,2.7e-06,3e-06,0.000277
2026,22276,31,Berkshire Hathaway Specialty Ins Co,2.4e-06,0.0006791,0.0020714
2026,10315,69,Civic Prop & Cas Co,2.2e-06,0.0,0.0
2026,23035,111,Liberty Mut Fire Ins Co,1.4e-06,0.0069693,0.0
2026,31968,215,Merastar Ins Co,1.4e-06,0.0,0.0
2026,12777,626,Chubb Ind Ins Co,1.3e-06,0.0007381,0.0004166
2026,35181,626,Executive Risk Ind Inc,1e-06,0.0,0.0
2026,20052,31,National Liab & Fire Ins Co,9e-07,0.0,0.0
2026,10318,69,Exact Prop & Cas Co Inc,9e-07,0.0,0.0
2026,42376,2538,Technology Ins Co Inc,9e-07,2.59e-05,2.98e-05
2026,32620,84,National Interstate Ins Co,8e-07,0.0002336,2.52e-05
2026,20095,150,BITCO Gen Ins Corp,6e-07,9.5e-06,0.0002317
2026,28860,4850,Clear Blue Ins Co,6e-07,0.0,0.0
2026,10915,215,Unitrin Direct Prop & Cas Co,5e-07,0.0,0.0
2026,23280,244,The Cincinnati Ind Co,5e-07,2.12e-05,7.1e-06
2026,25976,201,Utica Mut Ins Co,4e-07,0.0,2.2e-05
2026,13056,783,RLI Ins Co,4e-07,0.000736,0.0018145
2026,19518,968,AXA XL Ins Co Americas,3e-07,0.0,0.0
2026,18767,4851,Church Mut Ins Co S I,3e-07,0.0092224,0.0056048
2026,42579,140,Allied Prop & Cas Ins Co,2e-07,6e-07,0.0
2026,23663,4935,National Amer Ins Co,2e-07,0.0,0.0
2026,39861,0,Golden Bear Ins Co,1e-07,0.00129,0.00492
2026,21172,84,Vanliner Ins Co,1e-07,8.34e-05,3.01e-05
2026,18023,572,Star Ins Co,1e-07,0.0029876,0.0016307
2026,25780,572,Williamsburg Natl Ins Co,1e-07,6e-07,0.0
2026,36161,3548,Travelers Prop Cas Ins Co,1e-07,0.0,0.0
2026,10830,0,Business Alliance Ins Co,0.0,0.0011583,0.001185
2026,11118,0,Federated Rural Electric Ins Exch,0.0,0.00011,0.0
2026,13528,0,Brotherhood Mut Ins Co,0.0,0.0073943,0.004135
2026,37800,0,Kookmin Best Ins Co Ltd,0.0,0.0,0.0
2026,38300,0,Samsung Fire & Marine Ins Co Ltd,0.0,1.28e-05,3.68e-05
2026,40975,0,Dentists Ins Co,0.0,0.0,0.0072797
2026,13935,7,Federated Mut Ins Co,0.0,0.0061174,0.0048353
2026,28304,7,Federated Serv Ins Co,0.0,0.0009071,1.8e-06
2026,22314,31,RSUI Ind Co,0.0,0.0004687,0.0
2026,35416,31,Us Underwriters Ins Co,0.0,0.0,0.0
2026,42390,31,Amguard Ins Co,0.0,0.0,0.0375887
2026,21415,62,Employers Mut Cas Co,0.0,0.0019167,0.000953
2026,21709,69,Truck Ins Exch,0.0,0.003434,0.0633638
2026,16691,84,Great Amer Ins Co,0.0,0.004623,0.0002118
2026,22136,84,Great Amer Ins Co of NY,0.0,0.001197,0.0
2026,26344,84,Great Amer Assur Co,0.0,0.0046453,0.0
2026,26832,84,Great Amer Alliance Ins Co,0.0,0.0057047,0.0
2026,33723,84,Great Amer Spirit Ins Co,0.0,0.0,0.0
2026,10815,88,Verlan Fire Ins Co MD,0.0,0.0024897,0.0
2026,22292,88,Hanover Ins Co,0.0,0.0072468,0.0062906
2026,22306,88,Massachusetts Bay Ins Co,0.0,0.0030097,0.0117651
2026,31534,88,Citizens Ins Co Of Amer,0.0,0.0010558,0.0069691
2026,36064,88,Hanover Amer Ins Co,0.0,0.0011374,0.0006586
2026,41840,88,Allmerica Fin Benefit Ins Co,0.0,0.0026205,0.0
2026,42552,88,Nova Cas Co,0.0,0.0018496,0.0
2026,22357,91,Hartford Accident & Ind Co,0.0,3e-06,0.0025146
2026,37478,91,Hartford Ins Co Of The Midwest,0.0,0.0,0.0013515
2026,42307,91,Navigators Ins Co,0.0,0.0,0.0025585
2026,10749,98,Intrepid Ins Co,0.0,0.0011708,0.0033152
2026,25224,98,Great Divide Ins Co,0.0,0.0003621,0.0005739
2026,29580,98,Berkley Regional Ins Co,0.0,0.0008931,0.0005353
2026,32603,98,Berkley Ins Co,0.0,2.4e-06,0.0
2026,36684,98,Riverport Ins Co,0.0,1.4e-05,8.9e-06
2026,38911,98,Berkley Natl Ins Co,0.0,0.0022126,0.0009423
2026,40045,98,Starnet Ins Co,0.0,0.000663,0.0009416
2026,44318,98,Admiral Ind Co,0.0,8.43e-05,0.0
2026,21458,111,Employers Ins Co of Wausau,0.0,0.0111564,0.0
2026,23043,111,Liberty Mut Ins Co,0.0,0.0296367,0.0
2026,33588,111,First Liberty Ins Corp,0.0,2.1e-06,0.0
2026,33600,111,LM Ins Corp,0.0,6e-07,0.0
2026,10127,140,Allied Ins Co of Amer,0.0,0.0,4.46e-05
2026,19100,140,Amco Ins Co,0.0,1.91e-05,0.0002306
2026,23760,140,Nationwide Gen Ins Co,0.0,0.0037764,0.0204874
2026,25453,140,Nationwide Ins Co Of Amer,0.0,0.0,2.55e-05
2026,37877,140,Nationwide Prop & Cas Ins Co,0.0,1.94e-05,1.28e-05
2026,42587,140,Depositors Ins Co,0.0,0.0,0.0002823
2026,12262,150,Pennsylvania Manufacturers Assoc Ins,0.0,0.0002128,0.0
2026,20109,150,BITCO Natl Ins Co,0.0,1.5e-06,1.7e-05
2026,36897,150,Manufacturers Alliance Ins Co,0.0,0.0001103,0.0
2026,41424,150,Pennsylvania Manufacturers Ind Co,0.0,2.35e-05,0.0
2026,10936,158,Seneca Ins Co Inc,0.0,0.0076628,0.0022276
2026,13269,158,Zenith Ins Co,0.0,0.0111579,0.0
2026,16624,158,Allied World Specialty Ins Co,0.0,0.0003525,3.44e-05
2026,21105,158,North River Ins Co,0.0,0.0011192,4.53e-05
2026,21113,158,United States Fire Ins Co,0.0,0.0007375,0.0019591
2026,44768,158,Vantapro Specialty Ins Co,0.0,0.0001362,0.0003876
2026,13978,169,Florists Mut Ins Co,0.0,0.000194,0.0
2026,21180,169,Sentry Select Ins Co,0.0,0.0004729,0.0
2026,23434,169,Middlesex Ins Co,0.0,0.0029036,0.0
2026,24988,169,Sentry Ins Co,0.0,0.0028833,0.0003592
2026,29700,181,Swiss Re Corp Solutions Elite Ins Co,0.0,0.005786,0.000147
2026,29874,181,Swiss Re Corp Solutions Amer Ins Co,0.0,0.0,0.0
2026,21326,212,Empire Fire & Marine Ins Co,0.0,5.1e-06,0.0
2026,26247,212,American Guar & Liab Ins,0.0,0.0056141,0.0013342
2026,27855,212,Zurich Amer Ins Co Of IL,0.0,6.53e-05,0.0026017
2026,40142,212,American Zurich Ins Co,0.0,0.0004488,0.0012066
2026,20427,218,American Cas Co Of Reading PA,0.0,0.0031405,0.0001212
2026,20443,218,Continental Cas Co,0.0,0.0085603,0.0141443
2026,20478,218,National Fire Ins Co Of Hartford,0.0,0.0030201,0.0002352
2026,20494,218,Transportation Ins Co,0.0,0.0015919,0.0016505
2026,20508,218,Valley Forge Ins Co,0.0,0.0024009,0.0046887
2026,35289,218,Continental Ins Co,0.0,0.0048521,0.0
2026,28665,244,The Cincinnati Cas Co,0.0,4.8e-06,2.5e-06
2026,13021,248,United Fire & Cas Co,0.0,0.0024167,0.0025149
2026,31453,248,Financial Pacific Ins Co,0.0,0.0005414,0.0004393
2026,16608,256,New York Marine & Gen Ins Co,0.0,0.0007101,0.0
2026,10693,323,Civil Serv Employees Ins Co,0.0,0.0,0.0
2026,18953,323,CSE Safeguard Ins Co,0.0,0.0,0.0
2026,19720,361,American Alt Ins Corp,0.0,0.0029316,0.0
2026,19801,408,Argonaut Ins Co,0.0,1.5e-06,2.41e-05
2026,27138,473,Midvale Ind Co,0.0,0.0,0.0035171
2026,12254,517,Glencar Ins Co,0.0,5.7e-06,5.95e-05
2026,20699,626,Ace Prop & Cas Ins Co,0.0,0.0,0.002878
2026,20702,626,Ace Fire Underwriters Ins Co,0.0,0.0,0.0010943
2026,43575,626,Indemnity Ins Co Of North Amer,0.0,0.0039772,0.0006338
2026,11908,660,Mercury Cas Co,0.0,0.0,0.0
2026,31046,660,California Gen Underwriters Ins Co,0.0,0.0,0.0372837
2026,21849,761,American Automobile Ins Co,0.0,0.0002333,0.0
2026,21873,761,Firemans Fund Ins Co,0.0,0.0290556,0.0
2026,21881,761,National Surety Corp,0.0,0.0,0.0
2026,22810,761,Chicago Ins Co,0.0,0.0,0.0005969
2026,22837,761,AGCS Marine Ins Co,0.0,0.0051263,0.0
2026,35300,761,Allianz Global Risks US Ins Co,0.0,0.0176781,0.0
2026,13714,775,Pharmacists Mut Ins Co,0.0,0.0014542,0.0011715
2026,37206,783,Contractors Bonding & Ins Co,0.0,3.7e-05,0.0024522
2026,22608,785,National Specialty Ins Co,0.0,3.58e-05,0.0
2026,24414,796,General Cas Co Of WI,0.0,0.0021473,0.0
2026,24449,796,Regent Ins Co,0.0,0.0006118,0.0
2026,42048,920,Diamond State Ins Co,0.0,0.0007068,6.02e-05
2026,22322,968,Greenwich Ins Co,0.0,0.0029194,0.0006908
2026,24554,968,XL Ins Amer Inc,0.0,0.0076049,6.94e-05
2026,37885,968,XL Specialty Ins Co,0.0,0.0008543,0.0001095
2026,26921,1120,Everest Reins Co,0.0,0.0,0.0
2026,21865,1147,WCF Select Ins Co,0.0,0.0,4.3e-06
2026,24961,1248,Everspan Ins Co,0.0,2e-05,6.91e-05
2026,22985,2538,Sequoia Ins Co,0.0,4.5e-06,2.5e-06
2026,29599,3098,US Specialty Ins Co,0.0,0.0,5.24e-05
2026,41238,3098,Trans Pacific Ins Co,0.0,0.0001439,0.0001587
2026,11126,3219,Sompo Amer Ins Co,0.0,0.0084456,0.0
2026,38997,3219,Sompo Amer Fire & Mar Ins Co Amer,0.0,8.88e-05,0.0
2026,37273,3416,Axis Ins Co,0.0,0.0007328,0.0
2026,15884,3494,Falls Lake Fire & Cas Co,0.0,0.0004172,0.0
2026,19038,3548,Travelers Cas & Surety Co,0.0,0.0010519,0.0
2026,19046,3548,Travelers Cas Ins Co Of Amer,0.0,0.0,0.0899629
2026,25674,3548,Travelers Prop Cas Co Of Amer,0.0,0.0972561,0.0188822
2026,25682,3548,Travelers Ind Co Of CT,0.0,0.0381436,0.0166645
2026,10069,4359,Housing Authority Prop A Mut Co,0.0,0.0013168,0.0
2026,11206,4359,Housing Enterprise Ins Co Inc,0.0,0.002012,0.0
2026,35408,4381,Imperium Ins Co,0.0,1.94e-05,0.0
2026,38318,4670,Starr Ind & Liab Co,0.0,0.0017161,0.0
2026,43460,4734,Aspen Amer Ins Co,0.0,0.0,0.000129
2026,19615,4761,American Reliable Ins Co,0.0,4.74e-05,0.0002427
2026,15563,4794,Clear Spring Prop & Cas Co,0.0,4.65e-05,0.0004829
2026,41394,4886,Benchmark Ins Co,0.0,1.22e-05,2.59e-05
2026,14354,4889,Jewelers Mut Ins Co S I,0.0,0.0,0.0013161
2026,27154,4904,Atlantic Specialty Ins Co,0.0,0.0042124,0.0
2026,23752,4908,Ascot Ins Co,0.0,0.0003516,0.0
2026,25496,4990,StarStone Natl Ins Co,0.0,0.0,0.0
2026,10220,4997,Accelerant Natl Ins Co,0.0,0.0119574,0.0
2026,40550,5034,Lio Ins Co,0.0,0.0001448,0.0009817
2026,26379,5077,Accredited Surety & Cas Co Inc,0.0,0.0124264,0.0040184
2026,16203,5087,MGT Ins Co,0.0,0.0001228,0.00018
